payment_id,loan_id,due_date,paid_date,amount_due,amount_paid
P0017090,L001142,2026-06-23,,1137,0
P0017091,L001142,2026-07-23,,1137,0
P0017092,L001142,2026-08-23,,1137,0
P0017093,L001142,2026-09-23,,1137,0
P0017094,L001143,2024-11-07,2024-11-16,1097,1097
P0017095,L001143,2024-12-07,2024-12-10,1097,1097
P0017096,L001143,2025-01-07,2025-01-07,1097,1097
P0017097,L001143,2025-02-07,2025-02-07,1097,1097
P0017098,L001143,2025-03-07,2025-03-12,1097,1097
P0017099,L001143,2025-04-07,2025-04-09,1097,1097
P0017100,L001143,2025-05-07,,1097,0
P0017101,L001143,2025-06-07,,1097,0
P0017102,L001143,2025-07-07,,1097,0
P0017103,L001143,2025-08-07,,1097,0
P0017104,L001143,2025-09-07,,1097,0
P0017105,L001143,2025-10-07,,1097,0
P0017106,L001143,2025-11-07,,1097,0
P0017107,L001143,2025-12-07,,1097,0
P0017108,L001143,2026-01-07,,1097,0
P0017109,L001143,2026-02-07,,1097,0
P0017110,L001143,2026-03-07,,1097,0
P0017111,L001143,2026-04-07,,1097,0
P0017112,L001144,2023-11-30,2023-12-02,846,846
P0017113,L001144,2023-12-31,2024-01-01,846,846
P0017114,L001144,2024-01-31,2024-02-10,846,846
P0017115,L001144,2024-02-29,2024-03-04,846,846
P0017116,L001144,2024-03-31,2024-04-04,846,846
P0017117,L001144,2024-04-30,2024-05-02,846,846
P0017118,L001144,2024-05-31,2024-06-10,846,846
P0017119,L001144,2024-06-30,2024-07-06,846,846
P0017120,L001144,2024-07-31,2024-08-07,846,846
P0017121,L001144,2024-08-31,2024-09-10,846,846
P0017122,L001144,2024-09-30,2024-10-03,846,846
P0017123,L001144,2024-10-31,2024-11-05,846,846
P0017124,L001144,2024-11-30,2024-12-03,846,846
P0017125,L001144,2024-12-31,2025-01-08,846,846
P0017126,L001144,2025-01-31,2025-02-04,846,846
P0017127,L001144,2025-02-28,2025-03-10,846,846
P0017128,L001144,2025-03-31,2025-04-02,846,846
P0017129,L001144,2025-04-30,,846,0
P0017130,L001144,2025-05-31,,846,0
P0017131,L001144,2025-06-30,,846,0
P0017132,L001144,2025-07-31,,846,0
P0017133,L001144,2025-08-31,,846,0
P0017134,L001144,2025-09-30,,846,0
P0017135,L001144,2025-10-31,,846,0
P0017136,L001145,2024-06-08,2024-06-13,5106,5106
P0017137,L001145,2024-07-08,2024-07-14,5106,5106
P0017138,L001145,2024-08-08,2024-08-09,5106,5106
P0017139,L001145,2024-09-08,2024-09-09,5106,5106
P0017140,L001145,2024-10-08,2024-10-14,5106,5106
P0017141,L001145,2024-11-08,2024-11-09,5106,5106
P0017142,L001145,2024-12-08,2024-12-18,5106,5106
P0017143,L001145,2025-01-08,2025-01-13,5106,5106
P0017144,L001145,2025-02-08,2025-02-18,5106,5106
P0017145,L001145,2025-03-08,2025-03-17,5106,5106
P0017146,L001145,2025-04-08,,5106,0
P0017147,L001145,2025-05-08,,5106,0
P0017148,L001145,2025-06-08,,5106,0
P0017149,L001145,2025-07-08,,5106,0
P0017150,L001145,2025-08-08,,5106,0
P0017151,L001145,2025-09-08,,5106,0
P0017152,L001145,2025-10-08,,5106,0
P0017153,L001145,2025-11-08,,5106,0
P0017154,L001146,2024-11-09,2024-11-18,15066,15066
P0017155,L001146,2024-12-09,2024-12-13,15066,15066
P0017156,L001146,2025-01-09,2025-01-13,15066,15066
P0017157,L001146,2025-02-09,2025-02-11,15066,15066
P0017158,L001146,2025-03-09,2025-03-15,15066,15066
P0017159,L001146,2025-04-09,2025-04-10,15066,15066
P0017160,L001147,2024-06-15,2024-06-23,19366,19366
P0017161,L001147,2024-07-15,2024-07-19,19366,19366
P0017162,L001147,2024-08-15,2024-08-20,19366,19366
P0017163,L001147,2024-09-15,2024-09-20,19366,19366
P0017164,L001147,2024-10-15,2024-10-18,19366,19366
P0017165,L001147,2024-11-15,2024-11-22,19366,19366
P0017166,L001148,2023-06-16,2023-06-21,3773,3773
P0017167,L001148,2023-07-16,2023-07-24,3773,3773
P0017168,L001148,2023-08-16,2023-08-18,3773,3773
P0017169,L001148,2023-09-16,2023-09-22,3773,3773
P0017170,L001148,2023-10-16,2023-10-24,3773,3773
P0017171,L001148,2023-11-16,2023-11-18,3773,3773
P0017172,L001149,2025-01-31,2025-02-10,861,861
P0017173,L001149,2025-02-28,2025-03-09,861,861
P0017174,L001149,2025-03-31,2025-04-05,861,861
P0017175,L001149,2025-04-30,,861,0
P0017176,L001149,2025-05-31,,861,0
P0017177,L001149,2025-06-30,,861,0
P0017178,L001149,2025-07-31,,861,0
P0017179,L001149,2025-08-31,,861,0
P0017180,L001149,2025-09-30,,861,0
P0017181,L001149,2025-10-31,,861,0
P0017182,L001149,2025-11-30,,861,0
P0017183,L001149,2025-12-31,,861,0
P0017184,L001149,2026-01-31,,861,0
P0017185,L001149,2026-02-28,,861,0
P0017186,L001149,2026-03-31,,861,0
P0017187,L001149,2026-04-30,,861,0
P0017188,L001149,2026-05-31,,861,0
P0017189,L001149,2026-06-30,,861,0
P0017190,L001150,2024-01-13,2024-01-13,628,628
P0017191,L001150,2024-02-13,2024-02-21,628,628
P0017192,L001150,2024-03-13,2024-03-14,628,628
P0017193,L001150,2024-04-13,2024-04-17,628,628
P0017194,L001150,2024-05-13,2024-05-22,628,628
P0017195,L001150,2024-06-13,2024-06-22,628,628
P0017196,L001150,2024-07-13,2024-07-23,628,628
P0017197,L001150,2024-08-13,2024-08-17,628,628
P0017198,L001150,2024-09-13,2024-09-13,628,628
P0017199,L001150,2024-10-13,2024-10-15,628,628
P0017200,L001150,2024-11-13,2024-11-16,628,628
P0017201,L001150,2024-12-13,2024-12-15,628,628
P0017202,L001150,2025-01-13,2025-01-16,628,628
P0017203,L001150,2025-02-13,2025-02-18,628,628
P0017204,L001150,2025-03-13,2025-03-21,628,628
P0017205,L001150,2025-04-13,,628,0
P0017206,L001150,2025-05-13,,628,0
P0017207,L001150,2025-06-13,,628,0
P0017208,L001151,2025-03-08,2025-03-17,1841,1841
P0017209,L001151,2025-04-08,2025-04-11,1841,1841
P0017210,L001151,2025-05-08,,1841,0
P0017211,L001151,2025-06-08,,1841,0
P0017212,L001151,2025-07-08,,1841,0
P0017213,L001151,2025-08-08,,1841,0
P0017214,L001151,2025-09-08,,1841,0
P0017215,L001151,2025-10-08,,1841,0
P0017216,L001151,2025-11-08,,1841,0
P0017217,L001151,2025-12-08,,1841,0
P0017218,L001151,2026-01-08,,1841,0
P0017219,L001151,2026-02-08,,1841,0
P0017220,L001151,2026-03-08,,1841,0
P0017221,L001151,2026-04-08,,1841,0
P0017222,L001151,2026-05-08,,1841,0
P0017223,L001151,2026-06-08,,1841,0
P0017224,L001151,2026-07-08,,1841,0
P0017225,L001151,2026-08-08,,1841,0
P0017226,L001151,2026-09-08,,1841,0
P0017227,L001151,2026-10-08,,1841,0
P0017228,L001151,2026-11-08,,1841,0
P0017229,L001151,2026-12-08,,1841,0
P0017230,L001151,2027-01-08,,1841,0
P0017231,L001151,2027-02-08,,1841,0
P0017232,L001152,2024-09-24,2024-09-29,2167,2167
P0017233,L001152,2024-10-24,2024-11-01,2167,2167
P0017234,L001152,2024-11-24,2024-11-24,2167,2167
P0017235,L001152,2024-12-24,2024-12-27,2167,2167
P0017236,L001152,2025-01-24,2025-02-03,2167,2167
P0017237,L001152,2025-02-24,2025-03-06,2167,2167
P0017238,L001152,2025-03-24,2025-03-29,2167,2167
P0017239,L001152,2025-04-24,,2167,0
P0017240,L001152,2025-05-24,,2167,0
P0017241,L001152,2025-06-24,,2167,0
P0017242,L001152,2025-07-24,,2167,0
P0017243,L001152,2025-08-24,,2167,0
P0017244,L001152,2025-09-24,,2167,0
P0017245,L001152,2025-10-24,,2167,0
P0017246,L001152,2025-11-24,,2167,0
P0017247,L001152,2025-12-24,,2167,0
P0017248,L001152,2026-01-24,,2167,0
P0017249,L001152,2026-02-24,,2167,0
P0017250,L001152,2026-03-24,,2167,0
P0017251,L001152,2026-04-24,,2167,0
P0017252,L001152,2026-05-24,,2167,0
P0017253,L001152,2026-06-24,,2167,0
P0017254,L001152,2026-07-24,,2167,0
P0017255,L001152,2026-08-24,,2167,0
P0017256,L001153,2024-12-03,2024-12-05,4324,4324
P0017257,L001153,2025-01-03,2025-01-11,4324,4324
P0017258,L001153,2025-02-03,2025-02-11,4324,4324
P0017259,L001153,2025-03-03,2025-03-03,4324,4324
P0017260,L001153,2025-04-03,2025-04-08,4324,4324
P0017261,L001153,2025-05-03,,4324,0
P0017262,L001154,2025-02-28,2025-02-28,8115,8115
P0017263,L001154,2025-03-29,2025-04-05,8115,8115
P0017264,L001154,2025-04-29,,8115,0
P0017265,L001154,2025-05-29,,8115,0
P0017266,L001154,2025-06-29,,8115,0
P0017267,L001154,2025-07-29,,8115,0
P0017268,L001155,2025-02-18,2025-02-23,2778,2778
P0017269,L001155,2025-03-18,2025-03-18,2778,2778
P0017270,L001155,2025-04-18,,2778,0
P0017271,L001155,2025-05-18,,2778,0
P0017272,L001155,2025-06-18,,2778,0
P0017273,L001155,2025-07-18,,2778,0
P0017274,L001155,2025-08-18,,2778,0
P0017275,L001155,2025-09-18,,2778,0
P0017276,L001155,2025-10-18,,2778,0
P0017277,L001155,2025-11-18,,2778,0
P0017278,L001155,2025-12-18,,2778,0
P0017279,L001155,2026-01-18,,2778,0
P0017280,L001155,2026-02-18,,2778,0
P0017281,L001155,2026-03-18,,2778,0
P0017282,L001155,2026-04-18,,2778,0
P0017283,L001155,2026-05-18,,2778,0
P0017284,L001155,2026-06-18,,2778,0
P0017285,L001155,2026-07-18,,2778,0
P0017286,L001156,2025-04-23,,10029,0
P0017287,L001156,2025-05-23,,10029,0
P0017288,L001156,2025-06-23,,10029,0
P0017289,L001156,2025-07-23,,10029,0
P0017290,L001156,2025-08-23,,10029,0
P0017291,L001156,2025-09-23,,10029,0
P0017292,L001157,2025-01-14,2025-01-22,5780,5780
P0017293,L001157,2025-02-14,2025-02-15,5780,5780
P0017294,L001157,2025-03-14,2025-03-23,5780,5780
P0017295,L001157,2025-04-14,,5780,0
P0017296,L001157,2025-05-14,,5780,0
P0017297,L001157,2025-06-14,,5780,0
P0017298,L001158,2024-09-26,2024-10-06,1427,1427
P0017299,L001158,2024-10-26,2024-11-05,1427,1427
P0017300,L001158,2024-11-26,2024-12-03,1427,1427
P0017301,L001158,2024-12-26,2024-12-29,1427,1427
P0017302,L001158,2025-01-26,2025-01-31,1427,1427
P0017303,L001158,2025-02-26,2025-03-02,1427,1427
P0017304,L001158,2025-03-26,2025-03-30,1427,1427
P0017305,L001158,2025-04-26,,1427,0
P0017306,L001158,2025-05-26,,1427,0
P0017307,L001158,2025-06-26,,1427,0
P0017308,L001158,2025-07-26,,1427,0
P0017309,L001158,2025-08-26,,1427,0
P0017310,L001159,2024-09-18,2024-09-20,4693,4693
P0017311,L001159,2024-10-18,2024-10-23,4693,4693
P0017312,L001159,2024-11-18,2024-11-20,4693,4693
P0017313,L001159,2024-12-18,2024-12-22,4693,4693
P0017314,L001159,2025-01-18,2025-01-25,4693,4693
P0017315,L001159,2025-02-18,2025-02-25,4693,4693
P0017316,L001159,2025-03-18,2025-03-25,4693,4693
P0017317,L001159,2025-04-18,,4693,0
P0017318,L001159,2025-05-18,,4693,0
P0017319,L001159,2025-06-18,,4693,0
P0017320,L001159,2025-07-18,,4693,0
P0017321,L001159,2025-08-18,,4693,0
P0017322,L001160,2025-04-24,,1214,0
P0017323,L001160,2025-05-24,,1214,0
P0017324,L001160,2025-06-24,,1214,0
P0017325,L001160,2025-07-24,,1214,0
P0017326,L001160,2025-08-24,,1214,0
P0017327,L001160,2025-09-24,,1214,0
P0017328,L001160,2025-10-24,,1214,0
P0017329,L001160,2025-11-24,,1214,0
P0017330,L001160,2025-12-24,,1214,0
P0017331,L001160,2026-01-24,,1214,0
P0017332,L001160,2026-02-24,,1214,0
P0017333,L001160,2026-03-24,,1214,0
P0017334,L001160,2026-04-24,,1214,0
P0017335,L001160,2026-05-24,,1214,0
P0017336,L001160,2026-06-24,,1214,0
P0017337,L001160,2026-07-24,,1214,0
P0017338,L001160,2026-08-24,,1214,0
P0017339,L001160,2026-09-24,,1214,0
P0017340,L001161,2025-03-11,2025-03-18,3310,3310
P0017341,L001161,2025-04-11,2025-04-15,3310,3310
P0017342,L001161,2025-05-11,,3310,0
P0017343,L001161,2025-06-11,,3310,0
P0017344,L001161,2025-07-11,,3310,0
P0017345,L001161,2025-08-11,,3310,0
P0017346,L001161,2025-09-11,,3310,0
P0017347,L001161,2025-10-11,,3310,0
P0017348,L001161,2025-11-11,,3310,0
P0017349,L001161,2025-12-11,,3310,0
P0017350,L001161,2026-01-11,,3310,0
P0017351,L001161,2026-02-11,,3310,0
P0017352,L001161,2026-03-11,,3310,0
P0017353,L001161,2026-04-11,,3310,0
P0017354,L001161,2026-05-11,,3310,0
P0017355,L001161,2026-06-11,,3310,0
P0017356,L001161,2026-07-11,,3310,0
P0017357,L001161,2026-08-11,,3310,0
P0017358,L001162,2024-03-07,2024-03-11,444,444
P0017359,L001162,2024-04-07,2024-04-11,444,444
P0017360,L001162,2024-05-07,2024-05-16,444,444
P0017361,L001162,2024-06-07,2024-06-13,444,444
P0017362,L001162,2024-07-07,2024-07-11,444,444
P0017363,L001162,2024-08-07,2024-08-16,444,444
P0017364,L001162,2024-09-07,2024-09-10,444,444
P0017365,L001162,2024-10-07,2024-10-07,444,444
P0017366,L001162,2024-11-07,2024-11-11,444,444
P0017367,L001162,2024-12-07,2024-12-13,444,444
P0017368,L001162,2025-01-07,2025-01-11,444,444
P0017369,L001162,2025-02-07,2025-02-07,444,444
P0017370,L001162,2025-03-07,2025-03-07,444,444
P0017371,L001162,2025-04-07,2025-04-13,444,444
P0017372,L001162,2025-05-07,,444,0
P0017373,L001162,2025-06-07,,444,0
P0017374,L001162,2025-07-07,,444,0
P0017375,L001162,2025-08-07,,444,0
P0017376,L001163,2024-12-18,2024-12-18,623,623
P0017377,L001163,2025-01-18,2025-01-24,623,623
P0017378,L001163,2025-02-18,2025-02-27,623,623
P0017379,L001163,2025-03-18,2025-03-26,623,623
P0017380,L001163,2025-04-18,,623,0
P0017381,L001163,2025-05-18,,623,0
P0017382,L001163,2025-06-18,,623,0
P0017383,L001163,2025-07-18,,623,0
P0017384,L001163,2025-08-18,,623,0
P0017385,L001163,2025-09-18,,623,0
P0017386,L001163,2025-10-18,,623,0
P0017387,L001163,2025-11-18,,623,0
P0017388,L001163,2025-12-18,,623,0
P0017389,L001163,2026-01-18,,623,0
P0017390,L001163,2026-02-18,,623,0
P0017391,L001163,2026-03-18,,623,0
P0017392,L001163,2026-04-18,,623,0
P0017393,L001163,2026-05-18,,623,0
P0017394,L001163,2026-06-18,,623,0
P0017395,L001163,2026-07-18,,623,0
P0017396,L001163,2026-08-18,,623,0
P0017397,L001163,2026-09-18,,623,0
P0017398,L001163,2026-10-18,,623,0
P0017399,L001163,2026-11-18,,623,0
P0017400,L001164,2023-05-06,2023-05-14,11098,11098
P0017401,L001164,2023-06-06,2023-06-08,11098,11098
P0017402,L001164,2023-07-06,2023-07-12,11098,11098
P0017403,L001164,2023-08-06,2023-08-10,11098,11098
P0017404,L001164,2023-09-06,2023-09-14,11098,11098
P0017405,L001164,2023-10-06,2023-10-12,11098,11098
P0017406,L001165,2025-04-14,,906,0
P0017407,L001165,2025-05-14,,906,0
P0017408,L001165,2025-06-14,,906,0
P0017409,L001165,2025-07-14,,906,0
P0017410,L001165,2025-08-14,,906,0
P0017411,L001165,2025-09-14,,906,0
P0017412,L001165,2025-10-14,,906,0
P0017413,L001165,2025-11-14,,906,0
P0017414,L001165,2025-12-14,,906,0
P0017415,L001165,2026-01-14,,906,0
P0017416,L001165,2026-02-14,,906,0
P0017417,L001165,2026-03-14,,906,0
P0017418,L001166,2025-04-14,,1079,0
P0017419,L001166,2025-05-14,,1079,0
P0017420,L001166,2025-06-14,,1079,0
P0017421,L001166,2025-07-14,,1079,0
P0017422,L001166,2025-08-14,,1079,0
P0017423,L001166,2025-09-14,,1079,0
P0017424,L001167,2025-04-08,2025-04-15,855,855
P0017425,L001167,2025-05-08,,855,0
P0017426,L001167,2025-06-08,,855,0
P0017427,L001167,2025-07-08,,855,0
P0017428,L001167,2025-08-08,,855,0
P0017429,L001167,2025-09-08,,855,0
P0017430,L001168,2025-04-05,2025-04-10,689,689
P0017431,L001168,2025-05-05,,689,0
P0017432,L001168,2025-06-05,,689,0
P0017433,L001168,2025-07-05,,689,0
P0017434,L001168,2025-08-05,,689,0
P0017435,L001168,2025-09-05,,689,0
P0017436,L001168,2025-10-05,,689,0
P0017437,L001168,2025-11-05,,689,0
P0017438,L001168,2025-12-05,,689,0
P0017439,L001168,2026-01-05,,689,0
P0017440,L001168,2026-02-05,,689,0
P0017441,L001168,2026-03-05,,689,0
P0017442,L001168,2026-04-05,,689,0
P0017443,L001168,2026-05-05,,689,0
P0017444,L001168,2026-06-05,,689,0
P0017445,L001168,2026-07-05,,689,0
P0017446,L001168,2026-08-05,,689,0
P0017447,L001168,2026-09-05,,689,0
P0017448,L001169,2025-04-13,,11882,0
P0017449,L001169,2025-05-13,,11882,0
P0017450,L001169,2025-06-13,,11882,0
P0017451,L001169,2025-07-13,,11882,0
P0017452,L001169,2025-08-13,,11882,0
P0017453,L001169,2025-09-13,,11882,0
P0017454,L001169,2025-10-13,,11882,0
P0017455,L001169,2025-11-13,,11882,0
P0017456,L001169,2025-12-13,,11882,0
P0017457,L001169,2026-01-13,,11882,0
P0017458,L001169,2026-02-13,,11882,0
P0017459,L001169,2026-03-13,,11882,0
P0017460,L001170,2025-04-18,,5376,0
P0017461,L001170,2025-05-18,,5376,0
P0017462,L001170,2025-06-18,,5376,0
P0017463,L001170,2025-07-18,,5376,0
P0017464,L001170,2025-08-18,,5376,0
P0017465,L001170,2025-09-18,,5376,0
P0017466,L001170,2025-10-18,,5376,0
P0017467,L001170,2025-11-18,,5376,0
P0017468,L001170,2025-12-18,,5376,0
P0017469,L001170,2026-01-18,,5376,0
P0017470,L001170,2026-02-18,,5376,0
P0017471,L001170,2026-03-18,,5376,0
P0017472,L001170,2026-04-18,,5376,0
P0017473,L001170,2026-05-18,,5376,0
P0017474,L001170,2026-06-18,,5376,0
P0017475,L001170,2026-07-18,,5376,0
P0017476,L001170,2026-08-18,,5376,0
P0017477,L001170,2026-09-18,,5376,0
P0017478,L001171,2024-03-04,2024-03-07,9732,9732
P0017479,L001171,2024-04-04,2024-04-11,9732,9732
P0017480,L001171,2024-05-04,2024-05-11,9732,9732
P0017481,L001171,2024-06-04,2024-06-13,9732,9732
P0017482,L001171,2024-07-04,2024-07-07,9732,9732
P0017483,L001171,2024-08-04,2024-08-12,9732,9732
P0017484,L001172,2024-08-09,2024-08-14,6676,6676
P0017485,L001172,2024-09-09,2024-09-19,6676,6676
P0017486,L001172,2024-10-09,2024-10-13,6676,6676
P0017487,L001172,2024-11-09,2024-11-19,6676,6676
P0017488,L001172,2024-12-09,2024-12-15,6676,6676
P0017489,L001172,2025-01-09,2025-01-09,6676,6676
P0017490,L001172,2025-02-09,2025-02-18,6676,6676
P0017491,L001172,2025-03-09,2025-03-10,6676,6676
P0017492,L001172,2025-04-09,2025-04-11,6676,6676
P0017493,L001172,2025-05-09,,6676,0
P0017494,L001172,2025-06-09,,6676,0
P0017495,L001172,2025-07-09,,6676,0
P0017496,L001172,2025-08-09,,6676,0
P0017497,L001172,2025-09-09,,6676,0
P0017498,L001172,2025-10-09,,6676,0
P0017499,L001172,2025-11-09,,6676,0
P0017500,L001172,2025-12-09,,6676,0
P0017501,L001172,2026-01-09,,6676,0
P0017502,L001173,2023-03-24,2023-03-25,1301,1301
P0017503,L001173,2023-04-24,2023-04-24,1301,1301
P0017504,L001173,2023-05-24,2023-05-28,1301,1301
P0017505,L001173,2023-06-24,2023-06-24,1301,1301
P0017506,L001173,2023-07-24,2023-07-31,1301,1301
P0017507,L001173,2023-08-24,2023-08-26,1301,1301
P0017508,L001173,2023-09-24,2023-09-29,1301,1301
P0017509,L001173,2023-10-24,2023-10-28,1301,1301
P0017510,L001173,2023-11-24,2023-11-29,1301,1301
P0017511,L001173,2023-12-24,2023-12-27,1301,1301
P0017512,L001173,2024-01-24,2024-02-02,1301,1301
P0017513,L001173,2024-02-24,2024-03-01,1301,1301
P0017514,L001174,2024-12-11,,403,0
P0017515,L001174,2025-01-11,,403,0
P0017516,L001174,2025-02-11,,403,0
P0017517,L001174,2025-03-11,,403,0
P0017518,L001174,2025-04-11,,403,0
P0017519,L001174,2025-05-11,,403,0
P0017520,L001174,2025-06-11,,403,0
P0017521,L001174,2025-07-11,,403,0
P0017522,L001174,2025-08-11,,403,0
P0017523,L001174,2025-09-11,,403,0
P0017524,L001174,2025-10-11,,403,0
P0017525,L001174,2025-11-11,,403,0
P0017526,L001174,2025-12-11,,403,0
P0017527,L001174,2026-01-11,,403,0
P0017528,L001174,2026-02-11,,403,0
P0017529,L001174,2026-03-11,,403,0
P0017530,L001174,2026-04-11,,403,0
P0017531,L001174,2026-05-11,,403,0
P0017532,L001174,2026-06-11,,403,0
P0017533,L001174,2026-07-11,,403,0
P0017534,L001174,2026-08-11,,403,0
P0017535,L001174,2026-09-11,,403,0
P0017536,L001174,2026-10-11,,403,0
P0017537,L001174,2026-11-11,,403,0
P0017538,L001175,2024-08-05,2024-08-11,833,833
P0017539,L001175,2024-09-05,2024-09-05,833,833
P0017540,L001175,2024-10-05,2024-10-14,833,833
P0017541,L001175,2024-11-05,2024-11-14,833,833
P0017542,L001175,2024-12-05,2024-12-08,833,833
P0017543,L001175,2025-01-05,2025-01-07,833,833
P0017544,L001175,2025-02-05,2025-02-15,833,833
P0017545,L001175,2025-03-05,2025-03-09,833,833
P0017546,L001175,2025-04-05,2025-04-12,833,833
P0017547,L001175,2025-05-05,,833,0
P0017548,L001175,2025-06-05,,833,0
P0017549,L001175,2025-07-05,,833,0
P0017550,L001175,2025-08-05,,833,0
P0017551,L001175,2025-09-05,,833,0
P0017552,L001175,2025-10-05,,833,0
P0017553,L001175,2025-11-05,,833,0
P0017554,L001175,2025-12-05,,833,0
P0017555,L001175,2026-01-05,,833,0
P0017556,L001176,2024-09-17,2024-09-17,1785,1785
P0017557,L001176,2024-10-17,2024-10-24,1785,1785
P0017558,L001176,2024-11-17,2024-11-26,1785,1785
P0017559,L001176,2024-12-17,2024-12-19,1785,1785
P0017560,L001176,2025-01-17,2025-01-23,1785,1785
P0017561,L001176,2025-02-17,2025-02-19,1785,1785
P0017562,L001177,2023-09-15,2023-09-20,4785,4785
P0017563,L001177,2023-10-15,2023-10-25,4785,4785
P0017564,L001177,2023-11-15,2023-11-16,4785,4785
P0017565,L001177,2023-12-15,2023-12-22,4785,4785
P0017566,L001177,2024-01-15,2024-01-19,4785,4785
P0017567,L001177,2024-02-15,2024-02-18,4785,4785
P0017568,L001177,2024-03-15,2024-03-16,4785,4785
P0017569,L001177,2024-04-15,2024-04-25,4785,4785
P0017570,L001177,2024-05-15,2024-05-21,4785,4785
P0017571,L001177,2024-06-15,2024-06-15,4785,4785
P0017572,L001177,2024-07-15,2024-07-18,4785,4785
P0017573,L001177,2024-08-15,2024-08-17,4785,4785
P0017574,L001177,2024-09-15,2024-09-20,4785,4785
P0017575,L001177,2024-10-15,2024-10-15,4785,4785
P0017576,L001177,2024-11-15,2024-11-25,4785,4785
P0017577,L001177,2024-12-15,2024-12-18,4785,4785
P0017578,L001177,2025-01-15,2025-01-25,4785,4785
P0017579,L001177,2025-02-15,2025-02-24,4785,4785
P0017580,L001177,2025-03-15,2025-03-19,4785,4785
P0017581,L001177,2025-04-15,,4785,0
P0017582,L001177,2025-05-15,,4785,0
P0017583,L001177,2025-06-15,,4785,0
P0017584,L001177,2025-07-15,,4785,0
P0017585,L001177,2025-08-15,,4785,0
P0017586,L001178,2024-12-12,2024-12-21,1095,1095
P0017587,L001178,2025-01-12,2025-01-20,1095,1095
P0017588,L001178,2025-02-12,2025-02-20,1095,1095
P0017589,L001178,2025-03-12,,1095,0
P0017590,L001178,2025-04-12,,1095,0
P0017591,L001178,2025-05-12,,1095,0
P0017592,L001178,2025-06-12,,1095,0
P0017593,L001178,2025-07-12,,1095,0
P0017594,L001178,2025-08-12,,1095,0
P0017595,L001178,2025-09-12,,1095,0
P0017596,L001178,2025-10-12,,1095,0
P0017597,L001178,2025-11-12,,1095,0
P0017598,L001178,2025-12-12,,1095,0
P0017599,L001178,2026-01-12,,1095,0
P0017600,L001178,2026-02-12,,1095,0
P0017601,L001178,2026-03-12,,1095,0
P0017602,L001178,2026-04-12,,1095,0
P0017603,L001178,2026-05-12,,1095,0
P0017604,L001179,2024-12-11,2024-12-15,1794,1794
P0017605,L001179,2025-01-11,2025-01-15,1794,1794
P0017606,L001179,2025-02-11,2025-02-13,1794,1794
P0017607,L001179,2025-03-11,2025-03-18,1794,1794
P0017608,L001179,2025-04-11,,1794,0
P0017609,L001179,2025-05-11,,1794,0
P0017610,L001180,2024-07-03,2024-07-12,335,335
P0017611,L001180,2024-08-03,2024-08-08,335,335
P0017612,L001180,2024-09-03,2024-09-05,335,335
P0017613,L001180,2024-10-03,2024-10-13,335,335
P0017614,L001180,2024-11-03,2024-11-06,335,335
P0017615,L001180,2024-12-03,2024-12-09,335,335
P0017616,L001180,2025-01-03,2025-01-04,335,335
P0017617,L001180,2025-02-03,2025-02-10,335,335
P0017618,L001180,2025-03-03,2025-03-12,335,335
P0017619,L001180,2025-04-03,2025-04-07,335,335
P0017620,L001180,2025-05-03,,335,0
P0017621,L001180,2025-06-03,,335,0
P0017622,L001180,2025-07-03,,335,0
P0017623,L001180,2025-08-03,,335,0
P0017624,L001180,2025-09-03,,335,0
P0017625,L001180,2025-10-03,,335,0
P0017626,L001180,2025-11-03,,335,0
P0017627,L001180,2025-12-03,,335,0
P0017628,L001180,2026-01-03,,335,0
P0017629,L001180,2026-02-03,,335,0
P0017630,L001180,2026-03-03,,335,0
P0017631,L001180,2026-04-03,,335,0
P0017632,L001180,2026-05-03,,335,0
P0017633,L001180,2026-06-03,,335,0
P0017634,L001181,2025-03-25,2025-04-03,6178,6178
P0017635,L001181,2025-04-25,,6178,0
P0017636,L001181,2025-05-25,,6178,0
P0017637,L001181,2025-06-25,,6178,0
P0017638,L001181,2025-07-25,,6178,0
P0017639,L001181,2025-08-25,,6178,0
P0017640,L001182,2025-01-20,2025-01-26,1451,1451
P0017641,L001182,2025-02-20,2025-02-24,1451,1451
P0017642,L001182,2025-03-20,2025-03-25,1451,1451
P0017643,L001182,2025-04-20,,1451,0
P0017644,L001182,2025-05-20,,1451,0
P0017645,L001182,2025-06-20,,1451,0
P0017646,L001182,2025-07-20,,1451,0
P0017647,L001182,2025-08-20,,1451,0
P0017648,L001182,2025-09-20,,1451,0
P0017649,L001182,2025-10-20,,1451,0
P0017650,L001182,2025-11-20,,1451,0
P0017651,L001182,2025-12-20,,1451,0
P0017652,L001182,2026-01-20,,1451,0
P0017653,L001182,2026-02-20,,1451,0
P0017654,L001182,2026-03-20,,1451,0
P0017655,L001182,2026-04-20,,1451,0
P0017656,L001182,2026-05-20,,1451,0
P0017657,L001182,2026-06-20,,1451,0
P0017658,L001182,2026-07-20,,1451,0
P0017659,L001182,2026-08-20,,1451,0
P0017660,L001182,2026-09-20,,1451,0
P0017661,L001182,2026-10-20,,1451,0
P0017662,L001182,2026-11-20,,1451,0
P0017663,L001182,2026-12-20,,1451,0
P0017664,L001183,2025-04-13,,1230,0
P0017665,L001183,2025-05-13,,1230,0
P0017666,L001183,2025-06-13,,1230,0
P0017667,L001183,2025-07-13,,1230,0
P0017668,L001183,2025-08-13,,1230,0
