loan_id,customer_id,amount,issue_date,term_months,interest_rate,app_score,status
L000991,C00481,44897,2024-12-08,24,0.012,623,active
L000992,C00481,104212,2025-03-25,18,0.012,685,active
L000993,C00482,17736,2025-02-19,6,0.02,591,active
L000994,C00482,29247,2025-01-21,12,0.02,639,active
L000995,C00483,23834,2025-03-24,24,0.02,623,active
L000996,C00484,7214,2023-04-02,24,0.032,605,closed
L000997,C00484,12059,2024-02-22,24,0.032,632,default
L000998,C00485,48349,2024-10-22,18,0.012,653,active
L000999,C00485,58341,2024-09-29,24,0.012,665,active
L001000,C00486,98855,2024-10-24,18,0.012,631,active
L001001,C00486,40329,2024-09-12,6,0.012,645,closed
L001002,C00487,35568,2023-12-15,6,0.012,684,default
L001003,C00488,52321,2024-12-16,6,0.012,642,active
L001004,C00488,71653,2023-11-29,24,0.012,667,active
L001005,C00488,68937,2023-10-25,12,0.012,675,closed
L001006,C00489,7298,2024-03-01,24,0.032,666,active
L001007,C00489,9902,2024-01-03,18,0.032,661,active
L001008,C00489,5924,2023-12-21,12,0.032,647,default
L001009,C00490,11953,2025-03-01,18,0.02,633,active
L001010,C00491,10087,2025-01-26,24,0.032,676,default
L001011,C00491,6052,2024-03-23,12,0.032,647,closed
L001012,C00491,4516,2024-11-28,24,0.032,650,active
L001013,C00492,93396,2025-04-11,6,0.012,644,active
L001014,C00492,89437,2025-01-28,18,0.012,669,active
L001015,C00493,82514,2024-02-08,12,0.012,643,closed
L001016,C00493,59127,2023-05-19,12,0.012,650,closed
L001017,C00493,31463,2024-01-22,6,0.012,693,closed
L001018,C00494,69055,2024-07-28,24,0.012,615,active
L001019,C00494,85946,2025-02-28,6,0.012,715,active
L001020,C00495,25532,2023-09-23,18,0.02,692,closed
L001021,C00496,15069,2024-05-26,6,0.032,633,default
L001022,C00497,11231,2024-06-03,6,0.02,676,closed
L001023,C00497,18460,2024-10-07,12,0.02,608,active
L001024,C00498,24760,2025-03-22,12,0.012,691,active
L001025,C00498,42810,2025-03-24,12,0.012,677,active
L001026,C00498,63775,2025-03-06,6,0.012,665,active
L001027,C00499,5393,2024-11-07,12,0.02,648,active
L001028,C00500,16113,2023-07-01,12,0.02,626,default
L001029,C00500,11374,2023-05-26,18,0.02,694,closed
L001030,C00501,94993,2025-02-22,18,0.012,656,active
L001031,C00501,78037,2024-11-09,6,0.012,691,active
L001032,C00502,15058,2024-09-01,12,0.02,653,active
L001033,C00502,9239,2024-09-19,24,0.02,615,active
L001034,C00503,13344,2023-12-05,6,0.02,700,closed
L001035,C00503,28756,2023-10-25,12,0.02,695,closed
L001036,C00503,42580,2024-01-08,24,0.02,655,active
L001037,C00504,52428,2023-04-22,24,0.02,680,active
L001038,C00504,61493,2023-07-26,24,0.02,669,default
L001039,C00505,4805,2023-04-22,6,0.032,688,closed
L001040,C00505,4504,2023-07-08,6,0.032,661,closed
L001041,C00506,38563,2024-04-13,6,0.02,694,closed
L001042,C00507,11595,2025-02-24,12,0.032,640,default
L001043,C00507,5981,2023-06-06,18,0.032,652,closed
L001044,C00507,7051,2023-12-25,6,0.032,648,closed
L001045,C00508,13022,2023-08-19,12,0.02,669,closed
L001046,C00509,16844,2025-01-28,24,0.02,659,active
L001047,C00509,23221,2025-02-27,18,0.02,649,default
L001048,C00509,18714,2025-04-01,6,0.02,630,active
L001049,C00510,5817,2024-11-07,6,0.032,631,active
L001050,C00510,8718,2024-10-30,6,0.032,658,default
L001051,C00511,63204,2024-08-15,6,0.012,602,default
L001052,C00512,40068,2024-08-08,18,0.02,632,active
L001053,C00512,41628,2023-09-01,18,0.02,637,closed
L001054,C00513,15356,2024-05-10,12,0.02,610,active
L001055,C00513,18341,2023-11-20,12,0.02,674,closed
L001056,C00513,25184,2024-03-03,12,0.02,656,closed
L001057,C00514,35314,2024-05-01,12,0.02,663,active
L001058,C00515,40533,2024-10-03,24,0.012,619,active
L001059,C00516,7459,2024-12-12,18,0.032,654,active
L001060,C00516,4366,2024-12-15,12,0.032,642,active
L001061,C00517,88818,2025-01-05,24,0.012,681,active
L001062,C00517,39369,2024-12-07,12,0.012,611,active
L001063,C00517,27661,2025-01-30,12,0.012,647,active
L001064,C00518,18360,2024-10-08,24,0.032,653,active
L001065,C00519,14447,2024-11-30,18,0.02,666,active
L001066,C00519,12950,2025-03-25,12,0.02,621,active
L001067,C00520,15637,2024-11-24,12,0.02,616,active
L001068,C00521,10763,2025-02-08,6,0.032,622,default
L001069,C00522,58379,2023-10-21,6,0.012,620,closed
L001070,C00523,109373,2023-07-27,12,0.012,656,closed
L001071,C00523,93109,2023-11-20,24,0.012,668,active
L001072,C00524,17664,2024-05-04,6,0.02,664,closed
L001073,C00524,21221,2024-04-28,24,0.02,646,active
L001074,C00524,27274,2024-11-13,18,0.02,622,active
L001075,C00525,52132,2023-08-21,6,0.02,609,closed
L001076,C00525,50918,2023-08-09,24,0.02,648,default
L001077,C00525,55430,2025-02-25,18,0.02,652,active
L001078,C00526,58036,2024-08-08,6,0.012,701,closed
L001079,C00526,148833,2023-12-14,18,0.012,648,active
L001080,C00526,107851,2023-05-19,24,0.012,670,active
L001081,C00527,61700,2025-03-13,18,0.012,635,active
L001082,C00527,32784,2025-03-06,24,0.012,694,active
L001083,C00527,33284,2025-03-11,18,0.012,647,active
L001084,C00528,135526,2025-04-02,6,0.012,587,active
L001085,C00528,113212,2025-02-25,18,0.012,645,active
L001086,C00529,37190,2025-02-25,24,0.012,629,active
L001087,C00529,106258,2024-12-03,6,0.012,623,active
L001088,C00530,76247,2024-06-20,6,0.012,653,closed
L001089,C00531,20401,2025-04-05,24,0.02,623,active
L001090,C00531,8004,2025-01-08,18,0.02,635,active
L001091,C00532,42603,2024-09-04,6,0.02,610,closed
L001092,C00532,40831,2025-01-03,6,0.02,654,active
L001093,C00533,14072,2023-03-18,6,0.02,661,closed
L001094,C00534,27040,2025-03-08,6,0.012,646,active
L001095,C00535,56358,2023-03-14,24,0.012,660,closed
L001096,C00535,128869,2023-12-05,6,0.012,653,closed
L001097,C00535,145035,2025-02-02,12,0.012,636,active
L001098,C00536,9410,2023-01-04,12,0.032,669,closed
L001099,C00537,14056,2025-02-05,12,0.02,680,active
L001100,C00537,25088,2025-01-18,12,0.02,602,active
L001101,C00537,20733,2024-06-10,6,0.02,667,default
L001102,C00538,5639,2024-07-06,12,0.032,629,default
L001103,C00539,55480,2025-02-19,12,0.012,604,active
L001104,C00540,15425,2025-02-14,24,0.02,621,active
L001105,C00540,11300,2025-02-08,12,0.02,641,active
L001106,C00540,20395,2024-11-13,18,0.02,639,default
L001107,C00541,55406,2024-03-19,6,0.02,674,closed
L001108,C00541,18525,2024-06-15,24,0.02,701,default
L001109,C00542,96134,2025-02-28,18,0.012,645,active
L001110,C00542,77815,2024-09-12,6,0.012,605,closed
L001111,C00542,82738,2024-01-02,24,0.012,643,active
L001112,C00543,36495,2025-03-12,12,0.02,644,active
L001113,C00543,35423,2024-09-12,24,0.02,657,active
L001114,C00544,101505,2025-03-26,24,0.012,628,active
L001115,C00544,108341,2025-03-03,12,0.012,646,active
L001116,C00545,1753,2024-10-09,18,0.032,686,active
L001117,C00545,1759,2023-06-26,12,0.032,663,closed
L001118,C00546,29146,2024-11-24,18,0.02,639,active
L001119,C00547,24796,2024-09-11,12,0.012,646,active
L001120,C00547,33784,2025-03-09,24,0.012,655,active
L001121,C00548,129760,2023-12-28,6,0.012,655,closed
L001122,C00549,87781,2024-05-03,12,0.012,665,active
L001123,C00549,76840,2024-03-02,18,0.012,719,active
L001124,C00549,89893,2023-12-13,24,0.012,634,active
L001125,C00550,14517,2025-04-12,12,0.02,620,active
L001126,C00550,8144,2025-03-11,24,0.02,629,active
L001127,C00551,83102,2024-04-11,18,0.012,673,active
L001128,C00551,74859,2024-12-15,18,0.012,622,active
L001129,C00551,86799,2023-12-24,12,0.012,649,closed
L001130,C00552,16458,2024-06-14,12,0.032,631,default
L001131,C00552,17425,2025-03-22,24,0.032,644,active
L001132,C00552,5951,2024-09-09,24,0.032,589,active
L001133,C00553,21026,2024-06-09,24,0.012,672,active
L001134,C00553,54909,2024-06-19,18,0.012,665,active
L001135,C00553,34700,2023-09-14,24,0.012,652,active
L001136,C00554,6009,2025-02-22,18,0.032,617,active
L001137,C00554,9483,2025-01-20,6,0.032,623,active
L001138,C00555,44600,2025-01-23,18,0.02,642,active
L001139,C00556,18714,2025-03-03,12,0.02,666,active
L001140,C00557,41925,2025-01-18,24,0.02,666,active
L001141,C00558,26909,2024-12-16,12,0.02,655,active
L001142,C00559,27278,2024-09-23,24,0.02,635,active
L001143,C00559,19753,2024-10-07,18,0.02,680,active
L001144,C00560,20311,2023-10-31,24,0.032,645,active
L001145,C00561,91902,2024-05-08,18,0.012,675,active
L001146,C00561,90393,2024-10-09,6,0.012,628,closed
L001147,C00561,116198,2024-05-15,6,0.012,642,closed
L001148,C00562,22636,2023-05-16,6,0.02,667,closed
L001149,C00562,15500,2024-12-31,18,0.02,650,active
L001150,C00562,11304,2023-12-13,18,0.02,660,active
L001151,C00563,44184,2025-02-08,24,0.02,612,active
L001152,C00563,52002,2024-08-24,24,0.02,664,active
L001153,C00563,25944,2024-11-03,6,0.02,677,default
L001154,C00564,48688,2025-01-29,6,0.012,645,active
L001155,C00564,50001,2025-01-18,18,0.012,659,active
L001156,C00564,60175,2025-03-23,6,0.012,621,default
L001157,C00565,34683,2024-12-14,6,0.02,640,default
L001158,C00565,17119,2024-08-26,12,0.02,639,active
L001159,C00565,56316,2024-08-18,12,0.02,640,active
L001160,C00566,21849,2025-03-24,18,0.012,639,active
L001161,C00567,59575,2025-02-11,18,0.012,666,active
L001162,C00568,8001,2024-02-07,18,0.032,634,active
L001163,C00568,14945,2024-11-18,24,0.032,650,active
L001164,C00569,66589,2023-04-06,6,0.012,657,closed
L001165,C00570,10872,2025-03-14,12,0.032,591,active
L001166,C00570,6472,2025-03-14,6,0.032,631,active
L001167,C00570,5128,2025-03-08,6,0.032,627,active
L001168,C00571,12407,2025-03-05,18,0.02,658,active
L001169,C00572,142579,2025-03-13,12,0.012,700,active
L001170,C00572,96761,2025-03-18,18,0.012,652,active
L001171,C00573,58394,2024-02-04,6,0.02,624,closed
L001172,C00574,120164,2024-07-09,18,0.012,603,active
L001173,C00575,15608,2023-02-24,12,0.02,673,closed
L001174,C00576,9665,2024-11-11,24,0.02,630,default
L001175,C00576,14999,2024-07-05,18,0.02,624,active
L001176,C00576,10709,2024-08-17,6,0.02,684,closed
L001177,C00577,114843,2023-08-15,24,0.012,620,active
L001178,C00578,19702,2024-11-12,18,0.02,673,default
L001179,C00578,10763,2024-11-11,6,0.02,646,active
L001180,C00578,8034,2024-06-03,24,0.02,634,active
L001181,C00579,37069,2025-02-25,6,0.02,653,active
L001182,C00580,34817,2024-12-20,24,0.012,647,active
L001183,C00580,29523,2025-03-13,24,0.012,660,active
L001184,C00581,47354,2025-01-20,24,0.012,605,active
L001185,C00581,24321,2025-01-21,6,0.012,627,active
L001186,C00581,45282,2025-03-14,12,0.012,604,active
L001187,C00582,28885,2023-05-30,18,0.02,698,closed
L001188,C00582,32466,2024-08-17,24,0.02,684,active
L001189,C00582,47918,2024-11-19,24,0.02,637,active
L001190,C00583,18996,2024-04-21,6,0.02,618,closed
L001191,C00583,14361,2024-04-20,24,0.02,628,active
L001192,C00584,25195,2023-06-18,18,0.02,610,closed
L001193,C00584,13904,2024-09-05,12,0.02,640,active
L001194,C00584,9740,2024-08-10,12,0.02,653,active
L001195,C00585,33271,2025-01-22,6,0.02,619,active
L001196,C00586,32860,2024-07-17,12,0.02,639,active
L001197,C00586,14825,2024-05-15,18,0.02,622,active
L001198,C00587,32742,2025-01-02,24,0.02,646,active
L001199,C00587,18488,2023-11-02,24,0.02,682,active
L001200,C00588,6715,2025-02-10,6,0.032,693,active
L001201,C00588,6149,2024-05-22,6,0.032,618,closed
L001202,C00588,7404,2023-11-10,24,0.032,654,active
L001203,C00589,5665,2023-01-27,18,0.02,676,closed
L001204,C00590,2373,2024-12-27,24,0.032,666,active
L001205,C00591,74290,2024-01-01,18,0.012,652,active
L001206,C00591,39033,2024-07-05,24,0.012,600,active
L001207,C00592,27000,2023-02-12,6,0.02,621,closed
L001208,C00592,9717,2023-12-26,24,0.02,675,active
L001209,C00592,20162,2023-04-11,18,0.02,641,closed
L001210,C00593,102494,2024-08-22,24,0.012,670,active
L001211,C00593,45189,2024-08-06,6,0.012,648,closed
L001212,C00593,74451,2025-04-09,6,0.012,602,active
L001213,C00594,24742,2023-02-05,24,0.02,671,closed
L001214,C00594,16148,2024-02-25,12,0.02,628,default
L001215,C00595,36079,2024-11-23,12,0.012,621,active
L001216,C00595,80542,2025-04-01,6,0.012,641,active
L001217,C00595,110774,2024-07-08,18,0.012,654,active
L001218,C00596,36281,2024-11-14,24,0.012,653,active
L001219,C00597,67290,2025-02-08,6,0.012,651,active
L001220,C00598,46580,2025-04-06,12,0.02,643,active
L001221,C00598,56569,2023-12-15,24,0.02,652,active
L001222,C00598,53873,2024-03-31,6,0.02,670,closed
L001223,C00599,37411,2025-04-11,24,0.012,650,active
L001224,C00599,37081,2025-04-02,18,0.012,634,active
L001225,C00599,80648,2025-03-23,24,0.012,633,active
L001226,C00600,89742,2023-09-27,18,0.012,630,closed
L001227,C00601,11603,2024-02-07,6,0.012,664,closed
L001228,C00602,13865,2023-07-21,18,0.032,633,closed
L001229,C00602,9229,2024-11-03,24,0.032,631,default
L001230,C00602,10061,2023-02-10,12,0.032,647,closed
L001231,C00603,5224,2023-11-05,6,0.032,699,default
L001232,C00603,5691,2024-06-03,6,0.032,644,closed
L001233,C00604,50850,2025-04-05,12,0.02,685,active
L001234,C00605,22835,2024-10-28,12,0.02,615,active
L001235,C00605,16861,2025-04-12,12,0.02,664,active
L001236,C00606,12718,2025-02-17,6,0.02,624,active
L001237,C00607,53323,2024-04-25,18,0.012,652,active
L001238,C00607,15785,2024-07-06,18,0.012,643,active
L001239,C00607,30380,2024-05-07,12,0.012,654,active
L001240,C00608,77123,2024-11-23,24,0.012,616,active
L001241,C00609,4647,2025-02-11,6,0.032,608,active
L001242,C00609,5618,2024-10-08,6,0.032,629,closed
L001243,C00609,5260,2024-10-11,24,0.032,600,active
L001244,C00610,129260,2025-03-27,18,0.012,631,active
L001245,C00610,116402,2024-07-14,24,0.012,671,active
L001246,C00610,106810,2024-08-23,12,0.012,631,active
L001247,C00611,58471,2025-02-23,6,0.012,644,active
L001248,C00611,87156,2024-05-28,18,0.012,645,active
L001249,C00612,20268,2023-09-03,18,0.02,649,closed
L001250,C00612,26121,2023-07-16,24,0.02,653,active
L001251,C00613,23140,2025-04-05,12,0.02,675,active
L001252,C00614,16126,2023-10-30,18,0.012,652,active
L001253,C00614,28199,2024-04-18,12,0.012,629,active
L001254,C00614,37272,2025-01-10,12,0.012,654,active
L001255,C00615,19669,2024-10-25,18,0.02,684,active
L001256,C00616,127336,2024-10-17,24,0.012,628,active
L001257,C00616,46049,2024-10-08,24,0.012,638,active
L001258,C00617,34255,2023-01-04,18,0.012,684,closed
L001259,C00617,98900,2024-08-20,24,0.012,629,active
L001260,C00618,44190,2025-01-06,24,0.02,618,active
L001261,C00619,60707,2023-05-24,18,0.012,643,closed
L001262,C00620,16815,2023-06-24,18,0.032,684,default
L001263,C00621,41638,2024-09-10,6,0.012,661,default
L001264,C00622,42064,2024-10-01,18,0.012,625,active
L001265,C00622,43349,2024-08-07,18,0.012,649,active
L001266,C00623,76995,2023-01-24,18,0.012,661,closed
L001267,C00624,94489,2023-12-15,6,0.012,644,closed
L001268,C00624,97678,2023-08-22,18,0.012,664,closed
L001269,C00625,17873,2024-04-29,12,0.012,647,active
L001270,C00625,19036,2024-04-28,6,0.012,661,closed
L001271,C00626,11843,2024-12-11,12,0.032,663,default
L001272,C00626,11271,2024-02-03,24,0.032,621,active
L001273,C00626,5414,2024-12-05,18,0.032,656,active
L001274,C00627,33929,2025-02-06,18,0.02,629,active
L001275,C00627,41416,2025-01-12,18,0.02,668,active
L001276,C00627,41170,2024-07-09,24,0.02,654,active
L001277,C00628,5410,2024-02-19,18,0.032,682,active
L001278,C00628,8316,2024-01-24,24,0.032,696,active
L001279,C00629,45516,2023-12-11,6,0.012,650,closed
L001280,C00629,40143,2024-09-23,6,0.012,601,closed
L001281,C00629,44653,2024-01-05,18,0.012,662,active
L001282,C00630,7087,2024-07-08,12,0.032,648,active
L001283,C00630,9982,2025-04-11,6,0.032,674,active
L001284,C00631,10291,2023-06-30,6,0.032,656,closed
L001285,C00631,3606,2024-11-28,6,0.032,627,active
L001286,C00632,42164,2024-11-01,12,0.012,654,active
L001287,C00632,64929,2024-07-10,12,0.012,626,active
L001288,C00633,18202,2025-02-02,12,0.02,635,active
L001289,C00634,4576,2025-03-02,12,0.02,669,active
L001290,C00635,47970,2024-07-20,18,0.02,648,active
L001291,C00636,103239,2024-07-20,12,0.012,627,active
L001292,C00636,54628,2023-07-11,6,0.012,652,closed
L001293,C00637,45448,2024-10-26,6,0.012,655,active
L001294,C00638,11962,2024-03-07,12,0.02,661,closed
L001295,C00639,18485,2025-02-27,12,0.02,676,active
L001296,C00639,18563,2025-03-31,6,0.02,664,default
L001297,C00640,15497,2025-01-31,24,0.032,651,active
L001298,C00640,16728,2024-11-28,24,0.032,700,active
L001299,C00641,37176,2025-03-18,24,0.02,627,active
L001300,C00641,44901,2025-03-12,12,0.02,612,active
L001301,C00641,14378,2025-01-30,18,0.02,641,active
L001302,C00642,20171,2024-09-10,24,0.02,624,active
L001303,C00643,41431,2025-02-07,24,0.012,658,active
L001304,C00644,21331,2024-11-14,12,0.032,629,active
L001305,C00645,87450,2023-08-21,18,0.012,642,closed
L001306,C00646,83012,2025-03-27,12,0.012,616,active
L001307,C00646,144894,2025-01-04,6,0.012,647,active
L001308,C00647,24118,2024-09-07,24,0.02,680,default
L001309,C00648,20695,2025-01-19,24,0.02,608,default
L001310,C00648,7190,2025-02-20,18,0.02,661,active
L001311,C00649,46882,2024-07-14,18,0.012,694,active
L001312,C00650,81735,2023-08-12,18,0.012,685,closed
L001313,C00650,57677,2024-04-16,18,0.012,663,active
L001314,C00650,96195,2023-02-22,6,0.012,691,closed
L001315,C00651,84753,2024-09-25,6,0.012,613,closed
L001316,C00651,107358,2024-10-25,24,0.012,622,active
L001317,C00651,50906,2025-02-25,12,0.012,676,active
L001318,C00652,38378,2024-08-02,18,0.02,636,active
L001319,C00653,25221,2023-07-19,12,0.012,664,closed
L001320,C00654,14361,2024-03-13,18,0.032,677,active
L001321,C00655,11293,2024-12-01,24,0.02,640,active
L001322,C00656,42465,2025-03-02,12,0.02,667,default
L001323,C00657,18365,2023-12-29,18,0.02,646,active
L001324,C00657,17596,2023-10-04,18,0.02,644,closed
L001325,C00658,23514,2025-04-01,18,0.02,625,active
L001326,C00658,15417,2024-10-07,6,0.02,623,closed
L001327,C00658,22930,2024-11-04,24,0.02,650,default
L001328,C00659,103464,2024-10-29,18,0.012,653,active
L001329,C00659,110673,2024-09-18,12,0.012,650,active
L001330,C00659,114803,2024-08-15,18,0.012,620,active
L001331,C00660,35912,2023-06-07,24,0.012,673,active
L001332,C00660,24925,2025-01-22,18,0.012,649,active
L001333,C00661,32472,2023-06-07,6,0.02,656,closed
L001334,C00661,19614,2024-01-15,12,0.02,572,closed
L001335,C00662,5578,2024-09-11,24,0.032,649,active
L001336,C00662,5876,2023-11-07,12,0.032,642,closed
L001337,C00663,46944,2024-10-24,6,0.012,670,active
L001338,C00664,18124,2025-02-19,12,0.032,643,default
L001339,C00664,9206,2024-02-17,18,0.032,659,active
L001340,C00665,101952,2024-06-21,6,0.012,711,closed
L001341,C00665,135644,2024-01-10,6,0.012,673,closed
L001342,C00665,34026,2024-10-31,12,0.012,655,active
L001343,C00666,21721,2023-12-21,18,0.02,608,active
L001344,C00666,14646,2025-02-21,18,0.02,659,active
L001345,C00667,86569,2025-02-20,6,0.012,663,active
L001346,C00668,32229,2025-01-21,24,0.012,664,active
L001347,C00669,124055,2024-08-26,18,0.012,612,active
L001348,C00669,110823,2025-02-20,24,0.012,648,active
L001349,C00670,37779,2025-03-31,12,0.012,624,active
L001350,C00670,27968,2025-04-05,6,0.012,689,active
L001351,C00671,48717,2024-02-13,6,0.012,678,closed
L001352,C00671,103061,2024-09-11,12,0.012,636,active
L001353,C00672,15791,2024-12-13,18,0.02,615,active
L001354,C00672,15210,2024-04-22,6,0.02,643,closed
L001355,C00672,4513,2024-01-31,18,0.02,678,active
L001356,C00673,108585,2025-03-25,24,0.012,652,active
L001357,C00673,118106,2025-03-16,24,0.012,593,active
L001358,C00674,20134,2025-04-10,12,0.02,666,active
L001359,C00674,18741,2024-10-05,12,0.02,634,active
L001360,C00674,32255,2025-02-20,18,0.02,675,active
L001361,C00675,10584,2024-10-08,18,0.02,620,active
L001362,C00676,7892,2024-03-07,24,0.02,668,active
L001363,C00676,15637,2023-08-26,18,0.02,594,closed
L001364,C00677,91400,2024-11-02,6,0.012,603,active
L001365,C00677,44951,2025-03-15,18,0.012,653,default
L001366,C00677,96108,2024-08-26,24,0.012,691,active
L001367,C00678,39267,2024-12-30,12,0.02,618,active
L001368,C00679,103970,2025-04-10,12,0.012,625,active
L001369,C00679,75781,2025-01-17,6,0.012,613,active
L001370,C00680,30588,2023-09-02,24,0.02,669,active
L001371,C00680,48072,2024-07-02,24,0.02,644,default
L001372,C00681,19218,2025-03-24,18,0.032,646,active
L001373,C00681,9551,2024-08-17,18,0.032,605,active
L001374,C00681,21993,2023-08-29,24,0.032,639,active
L001375,C00682,9016,2023-06-05,6,0.032,651,closed
L001376,C00683,35069,2024-05-06,12,0.012,696,active
L001377,C00684,4521,2024-11-18,12,0.032,624,active
L001378,C00684,8137,2023-07-28,18,0.032,707,closed
L001379,C00685,18014,2025-03-02,6,0.02,675,active
L001380,C00685,21978,2024-07-27,6,0.02,650,closed
L001381,C00685,24055,2024-10-11,6,0.02,639,closed
L001382,C00686,36677,2023-07-02,24,0.02,631,active
L001383,C00686,30334,2023-05-24,6,0.02,658,closed
L001384,C00687,100815,2024-02-08,18,0.012,651,active
L001385,C00687,152083,2023-10-26,12,0.012,605,closed
L001386,C00688,86724,2025-02-07,12,0.012,585,active
L001387,C00689,20569,2023-12-15,24,0.02,667,active
L001388,C00690,2272,2024-11-14,12,0.032,621,active
L001389,C00690,1667,2025-04-14,12,0.032,622,active
L001390,C00690,3710,2024-12-31,24,0.032,614,active
L001391,C00691,54463,2023-02-07,6,0.012,683,closed
L001392,C00692,67699,2024-11-06,24,0.012,641,active
L001393,C00693,17147,2023-09-30,6,0.02,656,closed
L001394,C00693,40335,2025-01-29,12,0.02,610,active
L001395,C00694,14344,2024-09-13,6,0.02,647,closed
L001396,C00694,8672,2024-12-23,24,0.02,628,default
L001397,C00695,75917,2024-12-26,24,0.012,689,active
L001398,C00695,49661,2025-01-31,24,0.012,709,active
L001399,C00696,32028,2024-07-01,24,0.02,634,default
L001400,C00696,19752,2024-06-19,6,0.02,699,closed
L001401,C00697,45612,2024-01-07,18,0.012,617,active
L001402,C00698,20762,2025-04-02,12,0.02,633,default
L001403,C00698,53367,2024-06-11,6,0.02,654,closed
L001404,C00699,76215,2025-03-20,18,0.012,672,active
L001405,C00699,68743,2024-12-21,6,0.012,621,active
L001406,C00699,26993,2024-12-30,18,0.012,641,active
L001407,C00700,19618,2023-10-28,24,0.02,668,default
L001408,C00700,32952,2024-10-27,6,0.02,639,active
L001409,C00700,18512,2024-07-03,12,0.02,675,active
L001410,C00701,100880,2025-03-18,6,0.012,602,active
L001411,C00701,108496,2025-03-27,12,0.012,649,active
L001412,C00701,85304,2024-09-21,18,0.012,606,active
L001413,C00702,2229,2024-07-14,24,0.032,623,active
L001414,C00702,2817,2024-11-13,18,0.032,627,active
L001415,C00703,27557,2023-10-22,6,0.02,681,closed
L001416,C00703,44886,2023-09-19,24,0.02,672,active
L001417,C00703,26806,2025-02-03,12,0.02,642,active
L001418,C00704,39153,2024-09-22,12,0.012,646,active
L001419,C00704,32050,2024-08-15,24,0.012,647,active
L001420,C00704,18361,2024-11-11,6,0.012,609,active
L001421,C00705,11782,2023-01-15,18,0.032,643,closed
L001422,C00705,7579,2023-05-28,6,0.032,675,closed
L001423,C00705,13447,2024-11-06,18,0.032,625,active
L001424,C00706,24132,2023-12-12,18,0.012,674,active
L001425,C00707,31364,2024-05-16,18,0.012,694,active
L001426,C00708,51231,2023-09-21,12,0.012,708,closed
L001427,C00708,57312,2024-12-30,12,0.012,661,active
L001428,C00709,64758,2023-08-05,12,0.012,656,closed
L001429,C00709,41854,2024-09-06,24,0.012,643,active
L001430,C00710,87426,2023-11-24,18,0.012,694,active
L001431,C00710,61871,2024-08-12,12,0.012,587,default
L001432,C00710,109305,2023-12-05,24,0.012,671,active
L001433,C00711,27544,2023-04-23,18,0.02,719,closed
L001434,C00712,18628,2023-04-12,18,0.02,659,closed
L001435,C00712,17686,2023-04-20,18,0.02,654,closed
L001436,C00712,33587,2023-09-08,12,0.02,612,default
L001437,C00713,17692,2023-12-02,24,0.02,610,active
L001438,C00714,27163,2025-01-09,6,0.012,637,active
L001439,C00715,2629,2025-04-03,12,0.032,602,active
L001440,C00715,5105,2024-11-16,18,0.032,665,active
L001441,C00715,2858,2023-09-08,18,0.032,676,closed
L001442,C00716,24002,2024-06-29,12,0.02,630,active
L001443,C00717,34651,2024-08-01,12,0.02,655,active
L001444,C00718,36670,2024-10-07,6,0.02,702,closed
L001445,C00719,50088,2023-05-19,12,0.012,705,closed
L001446,C00719,33444,2023-04-10,6,0.012,682,closed
L001447,C00719,83347,2024-10-20,24,0.012,629,active
L001448,C00720,99882,2024-11-19,6,0.012,657,active
L001449,C00721,42929,2025-02-26,12,0.02,652,default
L001450,C00721,29520,2024-03-02,6,0.02,685,closed
L001451,C00721,41214,2024-07-18,6,0.02,629,default
L001452,C00722,53634,2024-03-28,18,0.02,698,active
L001453,C00722,37924,2024-11-12,12,0.02,642,default
L001454,C00722,56017,2023-11-14,6,0.02,651,closed
L001455,C00723,7502,2023-10-26,12,0.032,645,closed
L001456,C00724,12200,2024-12-12,6,0.02,632,active
L001457,C00725,75484,2023-12-01,18,0.012,644,active
L001458,C00726,110884,2023-10-13,12,0.012,656,closed
L001459,C00726,55203,2024-11-04,24,0.012,642,active
L001460,C00727,4105,2023-08-05,24,0.032,674,active
L001461,C00728,9052,2024-12-31,18,0.032,653,active
L001462,C00728,12324,2023-06-11,12,0.032,685,closed
L001463,C00729,67556,2023-10-13,12,0.012,652,closed
L001464,C00729,115027,2025-03-28,6,0.012,648,active
L001465,C00730,4019,2023-04-04,6,0.032,679,closed
L001466,C00730,4106,2023-05-10,12,0.032,657,closed
L001467,C00731,67404,2024-05-05,12,0.012,629,active
L001468,C00731,80776,2023-07-04,12,0.012,665,closed
L001469,C00731,81206,2024-09-13,6,0.012,624,closed
L001470,C00732,28352,2024-11-13,6,0.02,640,active
L001471,C00732,15910,2024-12-07,24,0.02,664,active
L001472,C00732,19945,2024-12-14,12,0.02,638,active
L001473,C00733,86549,2025-01-12,6,0.012,631,active
L001474,C00733,90991,2025-02-13,18,0.012,664,active
L001475,C00734,16947,2023-08-19,6,0.02,658,closed
L001476,C00735,47687,2023-02-01,12,0.012,662,closed
L001477,C00735,116801,2023-03-26,24,0.012,614,closed
L001478,C00735,88326,2023-04-11,18,0.012,693,closed
L001479,C00736,38061,2025-01-06,18,0.012,654,active
L001480,C00737,8806,2023-04-28,18,0.032,660,default
L001481,C00737,3757,2025-04-12,24,0.032,622,active
L001482,C00737,9708,2024-06-18,6,0.032,687,closed
L001483,C00738,31234,2024-06-29,24,0.012,697,active
L001484,C00738,38625,2025-01-16,6,0.012,640,active
